Code INS,Type d'entité,Entité administrative,Total population,Nombre d'hommes,Nombre de femmes,Part d'hommes,Part de femmes,Hommes de 0-17 ans,Hommes de 18-24 ans,Hommes de 25-49 ans,Hommes de 50-64 ans,Hommes de 65 ans +,Femmes de 0-17 ans,Femmes de 18-24 ans,Femmes de 25-49 ans,Femmes de 50-64 ans,Femmes de 65 ans +
3000,Région,Wallonie,3704990,1814858,1890132,48.98,51.02,376599,161595,583286,366526,326852,359663,154659,581583,372466,421761
20002,Province,Brabant Wallon,415381,201342,214039,48.47,51.53,41341,18667,61979,41116,38239,39871,17580,63881,43167,49540
25000,Arrondissement,Nivelles,415381,201342,214039,48.47,51.53,41341,18667,61979,41116,38239,39871,17580,63881,43167,49540
25005,Commune,Beauvechain,7242,3570,3672,49.3,50.7,751,323,1016,804,676,714,308,1055,780,815
25014,Commune,Braine-l'Alleud,40756,19554,21202,47.98,52.02,3854,1820,6002,4034,3844,3774,1712,6290,4336,5090
25015,Commune,Braine-le-Château,10638,5215,5423,49.02,50.98,1073,440,1598,1137,967,1066,443,1588,1147,1179
25018,Commune,Chaumont-Gistoux,11894,5808,6086,48.83,51.17,1095,539,1629,1343,1202,1141,504,1701,1382,1358
25023,Commune,Court-Saint-Étienne,10927,5366,5561,49.11,50.89,1121,530,1679,1119,917,1055,469,1691,1158,1188
25031,Commune,Genappe,16160,7972,8188,49.33,50.67,1749,695,2518,1612,1398,1643,648,2576,1691,1630
25037,Commune,Grez-Doiceau,14014,6830,7184,48.74,51.26,1415,593,2012,1423,1387,1390,564,2097,1498,1635
25043,Commune,Incourt,5658,2805,2853,49.58,50.42,623,225,860,623,474,577,224,897,601,554
25044,Commune,Ittre,6963,3398,3565,48.8,51.2,736,267,1023,736,636,660,290,1065,732,818
25048,Commune,Jodoigne,14935,7269,7666,48.67,51.33,1565,665,2285,1491,1263,1477,595,2336,1545,1713
25050,Commune,La Hulpe,7482,3592,3890,48.01,51.99,742,330,977,771,772,670,318,1035,829,1038
25068,Commune,Mont-Saint-Guibert,8451,4149,4302,49.09,50.91,875,397,1437,784,656,822,375,1418,831,856
25072,Commune,Nivelles,29429,13996,15433,47.56,52.44,2672,1166,4690,2708,2760,2658,1156,4833,2882,3904
25084,Commune,Perwez,9844,4757,5087,48.32,51.68,976,431,1594,934,822,1024,375,1619,1005,1064
25091,Commune,Rixensart,23052,11017,12035,47.79,52.21,2335,1013,3058,2248,2363,2175,989,3278,2465,3128
25105,Commune,Tubize,28716,13959,14757,48.61,51.39,3133,1251,4416,2860,2299,3116,1188,4677,2782,2994
25107,Commune,Villers-la-Ville,11059,5478,5581,49.53,50.47,1199,469,1716,1143,951,1129,437,1783,1104,1128
25110,Commune,Waterloo,30389,14373,16016,47.3,52.7,2949,1348,3901,2986,3189,2785,1269,4265,3243,4454
25112,Commune,Wavre,35581,17198,18383,48.33,51.67,3401,1666,5333,3355,3443,3231,1440,5364,3680,4668
25117,Commune,Chastre,7813,3817,3996,48.85,51.15,839,363,1164,763,688,842,322,1207,813,812
25118,Commune,Hélécine,3894,1946,1948,49.97,50.03,430,174,646,388,308,416,158,647,380,347
25119,Commune,Lasne,14175,6888,7287,48.59,51.41,1304,678,1672,1638,1596,1240,675,1854,1718,1800
25120,Commune,Orp-Jauche,9092,4474,4618,49.21,50.79,974,366,1426,925,783,898,387,1401,997,935
25121,Commune,Ottignies-Louvain-la-Neuve,31766,15336,16430,48.28,51.72,2743,1743,5380,2704,2766,2657,1726,5169,3000,3878
25122,Commune,Ramillies,6710,3343,3367,49.82,50.18,741,275,1066,699,562,693,277,1055,672,670
25123,Commune,Rebecq,11185,5507,5678,49.24,50.76,1224,502,1698,1129,954,1207,399,1746,1157,1169
25124,Commune,Walhain,7556,3725,3831,49.3,50.7,822,398,1183,759,563,811,332,1234,739,715
50000,Province,Hainaut,1365328,666864,698464,48.84,51.16,139971,59554,215226,135139,116974,133355,56684,213078,137612,157735
51000,Arrondissement,Ath,130759,64280,66479,49.16,50.84,12799,5573,20402,13888,11618,12231,5250,20036,13880,15082
51004,Commune,Ath,30123,14582,15541,48.41,51.59,2735,1364,4634,3076,2773,2531,1296,4552,3348,3814
51008,Commune,Belœil,14232,7031,7201,49.4,50.6,1426,549,2371,1513,1172,1295,585,2364,1432,1525
51009,Commune,Bernissart,11894,5841,6053,49.11,50.89,1167,483,1930,1246,1015,1127,432,1941,1258,1295
51012,Commune,Brugelette,3878,1911,1967,49.28,50.72,450,178,642,366,275,402,135,701,368,361
51014,Commune,Chièvres,7145,3558,3587,49.8,50.2,787,303,1145,754,569,728,273,1129,752,705
51017,Commune,Ellezelles,5948,2988,2960,50.24,49.76,603,230,884,657,614,535,213,832,646,734
51019,Commune,Flobecq,3441,1737,1704,50.48,49.52,353,145,500,374,365,297,109,498,375,425
51065,Commune,Frasnes-lez-Anvaing,12256,6045,6211,49.32,50.68,1201,462,1921,1355,1106,1239,465,1826,1246,1435
51067,Commune,Enghien,14567,7103,7464,48.76,51.24,1452,675,2219,1511,1246,1412,625,2261,1507,1659
51068,Commune,Silly,8422,4185,4237,49.69,50.31,786,399,1204,947,849,767,355,1118,973,1024
51069,Commune,Lessines,18853,9299,9554,49.32,50.68,1839,785,2952,2089,1634,1898,762,2814,1975,2105
52000,Arrondissement,Charleroi,401979,196084,205895,48.78,51.22,43165,17742,63808,38255,33114,41378,16898,63298,39607,44714
52010,Commune,Chapelle-lez-Herlaimont,15030,7254,7776,48.26,51.74,1498,641,2377,1471,1267,1418,542,2447,1576,1793
52011,Commune,Charleroi,205763,101293,104470,49.23,50.77,23182,9484,33591,19369,15667,22146,9096,32413,19252,21563
52012,Commune,Châtelet,35979,17336,18643,48.18,51.82,3767,1626,5425,3475,3043,3723,1493,5584,3645,4198
52015,Commune,Courcelles,31436,15279,16157,48.6,51.4,3304,1335,5104,2937,2599,3201,1265,5044,3237,3410
52018,Commune,Farciennes,11471,5579,5892,48.64,51.36,1367,533,1867,950,862,1383,496,1853,1039,1121
52021,Commune,Fleurus,22922,11083,11839,48.35,51.65,2315,950,3483,2256,2079,2190,937,3635,2412,2665
52022,Commune,Fontaine-l'Évêque,17985,8688,9297,48.31,51.69,1872,753,2798,1741,1524,1715,713,2887,1898,2084
52025,Commune,Gerpinnes,12900,6168,6732,47.81,52.19,1085,489,1750,1304,1540,1048,478,1800,1442,1964
52048,Commune,Montigny-le-Tilleul,10170,4763,5407,46.83,53.17,833,400,1387,1027,1116,905,342,1491,1127,1542
52055,Commune,Pont-à-Celles,17662,8620,9042,48.81,51.19,1843,698,2793,1703,1583,1734,704,2885,1786,1933
52074,Commune,Aiseau-Presles,10956,5310,5646,48.47,51.53,1133,442,1731,1062,942,1044,475,1742,1160,1225
52075,Commune,Les Bons Villers,9705,4711,4994,48.54,51.46,966,391,1502,960,892,871,357,1517,1033,1216
53000,Arrondissement,Mons,261825,127136,134689,48.56,51.44,26323,11311,42341,25503,21658,25211,11034,41827,26061,30556
53014,Commune,Boussu,20401,9777,10624,47.92,52.08,2095,903,3222,1874,1683,2057,824,3249,2090,2404
53020,Commune,Dour,16559,8044,8515,48.58,51.42,1678,714,2609,1605,1438,1634,686,2616,1650,1929
53028,Commune,Frameries,21630,10288,11342,47.56,52.44,2251,973,3225,2067,1772,2137,883,3407,2221,2694
53039,Commune,Hensies,6776,3238,3538,47.79,52.21,620,283,1030,693,612,640,282,1063,737,816
53044,Commune,Jurbise,10912,5348,5564,49.01,50.99,1108,406,1667,1195,972,1032,424,1711,1200,1197
53046,Commune,Lens,4677,2264,2413,48.41,51.59,486,200,760,448,370,503,190,786,466,468
53053,Commune,Mons,97120,47622,49498,49.03,50.97,9534,4284,16791,9376,7637,8906,4344,15917,9217,11114
53065,Commune,Quaregnon,19022,9135,9887,48.02,51.98,1994,815,2944,1806,1576,1941,782,2962,1954,2248
53068,Commune,Quiévrain,6861,3347,3514,48.78,51.22,712,283,1090,692,570,667,287,1056,699,805
53070,Commune,Saint-Ghislain,23756,11489,12267,48.36,51.64,2226,936,3680,2399,2248,2097,892,3649,2472,3157
53082,Commune,Colfontaine,20813,10064,10749,48.35,51.65,2376,975,3311,1809,1593,2410,896,3364,1896,2183
53083,Commune,Honnelles,5104,2514,2590,49.26,50.74,476,192,764,594,488,443,203,773,594,577
53084,Commune,Quévy,8194,4006,4188,48.89,51.11,767,347,1248,945,699,744,341,1274,865,964
55000,Arrondissement,Soignies,109017,53326,55691,48.92,51.08,11380,4763,16904,11125,9154,10663,4483,17481,11038,12026
55004,Commune,Braine-Le-Comte,23604,11530,12074,48.85,51.15,2484,1040,3584,2426,1996,2349,1024,3757,2452,2492
55035,Commune,Le Rœulx,8709,4306,4403,49.44,50.56,829,393,1380,891,813,791,324,1343,885,1060
55040,Commune,Soignies,29249,14205,15044,48.57,51.43,2975,1295,4464,3045,2426,2738,1211,4701,3033,3361
55050,Commune,Écaussinnes,11622,5733,5889,49.33,50.67,1281,490,1879,1152,931,1142,458,1961,1125,1203
55085,Commune,Seneffe,11631,5632,5999,48.42,51.58,1145,441,1783,1234,1029,1159,473,1832,1199,1336
55086,Commune,Manage,24202,11920,12282,49.25,50.75,2666,1104,3814,2377,1959,2484,993,3887,2344,2574
56000,Arrondissement,Thuin,92646,45597,47049,49.22,50.78,8975,3969,13919,9631,9103,8572,3649,13626,9666,11536
56001,Commune,Anderlues,12955,6422,6533,49.57,50.43,1354,523,2222,1240,1083,1296,496,2115,1200,1426
56005,Commune,Beaumont,7096,3503,3593,49.37,50.63,660,347,1075,765,656,649,300,1043,749,852
56016,Commune,Chimay,9673,4840,4833,50.04,49.96,1003,448,1354,1007,1028,855,396,1270,1041,1271
56022,Commune,Erquelinnes,9983,4914,5069,49.22,50.78,1028,466,1553,1051,816,979,409,1519,1012,1150
56029,Commune,Froidchapelle,4067,2033,2034,49.99,50.01,385,154,615,477,402,321,163,602,444,504
56044,Commune,Lobbes,5958,2910,3048,48.84,51.16,506,262,905,639,598,539,246,892,664,707
56049,Commune,Merbes-le-Château,4137,2074,2063,50.13,49.87,452,170,645,441,366,400,156,632,425,450
56051,Commune,Momignies,5213,2574,2639,49.38,50.62,558,245,760,534,477,557,223,737,516,606
56078,Commune,Thuin,14864,7239,7625,48.7,51.3,1341,598,2115,1553,1632,1260,557,2137,1598,2073
56086,Commune,Ham-sur-Heure-Nalinnes,13838,6675,7163,48.24,51.76,1225,533,1938,1427,1552,1222,526,1989,1509,1917
56088,Commune,Sivry-Rance,4862,2413,2449,49.63,50.37,463,223,737,497,493,494,177,690,508,580
57000,Arrondissement,Tournai-Mouscron,226584,111271,115313,49.11,50.89,22654,10131,35616,22840,20030,21599,9520,34661,22595,26938
57003,Commune,Antoing,7538,3700,3838,49.08,50.92,757,345,1172,781,645,701,297,1168,809,863
57018,Commune,Celles,5775,2880,2895,49.87,50.13,550,272,898,636,524,544,232,860,596,663
57027,Commune,Estaimpuis,10878,5365,5513,49.32,50.68,1222,475,1681,1112,875,1127,420,1755,1079,1132
57062,Commune,Pecq,5899,2866,3033,48.58,51.42,565,271,901,600,529,588,248,940,609,648
57064,Commune,Péruwelz,17350,8486,8864,48.91,51.09,1708,791,2758,1752,1477,1673,737,2711,1759,1984
57072,Commune,Rumes,5345,2654,2691,49.65,50.35,539,216,829,557,513,507,190,833,533,628
57081,Commune,Tournai,68991,34065,34926,49.38,50.62,6118,3110,11194,7101,6542,5689,2947,10214,7141,8935
57093,Commune,Brunehaut,8129,4049,4080,49.81,50.19,862,339,1276,885,687,783,303,1322,781,891
57094,Commune,Leuze-en-Hainaut,14200,6893,7307,48.54,51.46,1336,618,2220,1485,1234,1332,603,2203,1505,1664
57095,Commune,Mont-de-l'Enclus,3838,1956,1882,50.96,49.04,389,173,589,448,357,362,159,565,426,370
57096,Commune,Mouscron,60304,29405,30899,48.76,51.24,6736,2736,9297,5658,4978,6444,2656,9391,5520,6888
57097,Commune,Comines-Warneton,18337,8952,9385,48.82,51.18,1872,785,2801,1825,1669,1849,728,2699,1837,2272
58000,Arrondissement,La Louvière,142518,69170,73348,48.53,51.47,14675,6065,22236,13897,12297,13701,5850,22149,14765,16883
58001,Commune,La Louvière,81674,39827,41847,48.76,51.24,8695,3597,12790,7874,6871,8081,3394,12610,8417,9345
58002,Commune,Binche,33784,16176,17608,47.88,52.12,3252,1345,5220,3343,3016,3137,1342,5373,3505,4251
58003,Commune,Estinnes,7947,3908,4039,49.18,50.82,781,349,1236,846,696,758,339,1230,823,889
58004,Commune,Morlanwelz,19113,9259,9854,48.44,51.56,1947,774,2990,1834,1714,1725,775,2936,2020,2398
60000,Province,Liège,1122925,550739,572186,49.05,50.95,114278,47871,177523,110168,100899,109466,46622,178013,111325,126760
61000,Arrondissement,Huy,116245,57194,59051,49.2,50.8,11737,4931,18387,11842,10297,11183,4781,18350,12050,12687
61003,Commune,Amay,14494,7133,7361,49.21,50.79,1529,614,2315,1410,1265,1440,574,2340,1448,1559
61010,Commune,Burdinne,3334,1666,1668,49.97,50.03,368,127,560,380,231,361,124,542,357,284
61012,Commune,Clavier,4989,2490,2499,49.91,50.09,523,213,828,517,409,518,212,799,471,499
61019,Commune,Ferrières,5156,2614,2542,50.7,49.3,546,203,791,546,528,483,178,766,539,576
61024,Commune,Hamoir,3776,1865,1911,49.39,50.61,345,184,537,411,388,318,136,558,432,467
61028,Commune,Héron,5599,2777,2822,49.6,50.4,668,199,998,530,382,652,215,1007,519,429
61031,Commune,Huy,21850,10563,11287,48.34,51.66,1982,998,3491,2129,1963,1924,991,3297,2254,2821
61039,Commune,Marchin,5636,2789,2847,49.49,50.51,593,230,900,583,483,572,257,934,555,529
61041,Commune,Modave,4169,2074,2095,49.75,50.25,422,161,661,436,394,379,161,691,455,409
61043,Commune,Nandrin,5755,2798,2957,48.62,51.38,508,204,781,658,647,474,228,790,703,762
61048,Commune,Ouffet,2822,1389,1433,49.22,50.78,277,121,426,292,273,288,102,447,298,298
61063,Commune,Verlaine,4414,2191,2223,49.64,50.36,452,201,696,446,396,444,180,717,465,417
61068,Commune,Villers-le-Bouillet,6869,3381,3488,49.22,50.78,740,287,1140,704,510,752,255,1170,682,629
61072,Commune,Wanze,14005,6850,7155,48.91,51.09,1380,640,2105,1429,1296,1308,595,2088,1520,1644
61079,Commune,Anthisnes,4204,2080,2124,49.48,50.52,406,154,651,461,408,376,171,640,457,480
61080,Commune,Engis,6391,3180,3211,49.76,50.24,719,272,1114,601,474,639,279,1119,630,544
61081,Commune,Tinlot,2782,1354,1428,48.67,51.33,279,123,393,309,250,255,123,445,265,340
62000,Arrondissement,Liège,631023,308349,322674,48.86,51.14,63982,27000,102161,59566,55640,61390,26562,102625,60293,71804
62003,Commune,Ans,29110,13964,15146,47.97,52.03,3168,1207,4327,2597,2665,2935,1173,4536,2822,3680
62006,Commune,Awans,9373,4541,4832,48.45,51.55,900,380,1390,866,1005,827,337,1446,942,1280
62009,Commune,Aywaille,12969,6408,6561,49.41,50.59,1237,568,2071,1285,1247,1192,493,2069,1330,1477
62011,Commune,Bassenge,9053,4472,4581,49.4,50.6,884,370,1459,913,846,852,342,1469,911,1007
62015,Commune,Beyne-Heusay,11977,5806,6171,48.48,51.52,1269,511,1799,1129,1098,1162,499,1944,1215,1351
62022,Commune,Chaudfontaine,20523,9840,10683,47.95,52.05,1756,839,2787,1990,2468,1722,768,2856,2130,3207
62026,Commune,Comblain-au-Pont,5366,2599,2767,48.43,51.57,549,242,765,547,496,533,238,828,551,617
62027,Commune,Dalhem,7711,3769,3942,48.88,51.12,759,269,1204,798,739,792,307,1278,776,789
62032,Commune,Esneux,12794,6212,6582,48.55,51.45,1091,492,1898,1252,1479,1074,499,1897,1346,1766
62038,Commune,Fléron,16374,7682,8692,46.92,53.08,1448,675,2215,1586,1758,1480,644,2337,1753,2478
62051,Commune,Herstal,40834,19791,21043,48.47,51.53,4582,1760,6310,3806,3333,4466,1731,6551,3918,4377
62060,Commune,Juprelle,9906,4889,5017,49.35,50.65,966,392,1502,1026,1003,926,418,1518,1030,1125
62063,Commune,Liège,197323,98008,99315,49.67,50.33,19130,8856,36853,17912,15257,18328,9105,34633,16935,20314
62079,Commune,Oupeye,25846,12558,13288,48.59,51.41,2584,1016,3880,2509,2569,2493,1026,3902,2638,3229
62093,Commune,Saint-Nicolas,24517,11747,12770,47.91,52.09,2846,1019,3754,2134,1994,2812,955,4163,2221,2619
62096,Commune,Seraing,64609,31376,33233,48.56,51.44,7334,2899,9925,6021,5197,6920,2750,10267,6315,6981
62099,Commune,Soumagne,17265,8404,8861,48.68,51.32,1595,819,2635,1727,1628,1638,736,2706,1766,2015
62100,Commune,Sprimont,15171,7371,7800,48.59,51.41,1453,611,2315,1547,1445,1442,593,2412,1574,1779
62108,Commune,Visé,18110,8782,9328,48.49,51.51,1860,749,2636,1768,1769,1676,775,2809,1857,2211
62118,Commune,Grâce-Hollogne,23416,11550,11866,49.33,50.67,2701,983,3616,2254,1996,2434,893,3751,2267,2521
62119,Commune,Blegny,13579,6636,6943,48.87,51.13,1258,578,2008,1405,1387,1208,578,2047,1432,1678
62120,Commune,Flémalle,27045,13063,13982,48.3,51.7,2934,1074,4145,2600,2310,2787,1034,4443,2674,3044
62121,Commune,Neupré,9952,4826,5126,48.49,51.51,839,363,1335,1053,1236,830,373,1371,1068,1484
62122,Commune,Trooz,8200,4055,4145,49.45,50.55,839,328,1332,841,715,861,295,1392,822,775
63000,Arrondissement,Verviers,291525,143980,147545,49.39,50.61,30255,12326,44034,29889,27476,28949,11941,43733,30042,32880
63001,Commune,Amblève,5608,2857,2751,50.95,49.05,564,224,867,652,550,533,207,808,640,563
63003,Commune,Aubel,4288,2126,2162,49.58,50.42,403,214,591,449,469,357,160,578,495,572
63004,Commune,Baelen,4529,2278,2251,50.3,49.7,459,201,700,488,430,433,151,710,509,448
63012,Commune,Bullange,5533,2856,2677,51.62,48.38,555,227,818,648,608,465,222,721,619,650
63013,Commune,Butgenbach,5586,2802,2784,50.16,49.84,490,228,835,649,600,511,189,780,611,693
63020,Commune,Dison,15226,7531,7695,49.46,50.54,1973,749,2390,1369,1050,1848,735,2426,1408,1278
63023,Commune,Eupen,20053,9783,10270,48.79,51.21,1957,826,3015,2099,1886,1961,806,2979,2152,2372
63035,Commune,Herve,17784,8744,9040,49.17,50.83,1754,727,2737,1787,1739,1697,733,2698,1803,2109
63038,Commune,Jalhay,8770,4370,4400,49.83,50.17,805,366,1315,929,955,788,348,1266,940,1058
63040,Commune,La Calamine,11338,5512,5826,48.62,51.38,1150,402,1535,1281,1144,1129,383,1613,1325,1376
63045,Commune,Lierneux,3611,1837,1774,50.87,49.13,327,141,613,426,330,347,132,560,385,350
63046,Commune,Limbourg,5689,2806,2883,49.32,50.68,552,248,878,570,558,576,238,848,586,635
63048,Commune,Lontzen,6092,3055,3037,50.15,49.85,673,251,941,639,551,633,206,925,653,620
63049,Commune,Malmedy,12991,6300,6691,48.5,51.5,1201,541,1949,1324,1285,1161,508,1933,1391,1698
63057,Commune,Olne,4172,2083,2089,49.93,50.07,417,169,640,452,405,362,180,656,434,457
63058,Commune,Pepinster,9294,4616,4678,49.67,50.33,987,458,1444,950,777,924,432,1431,917,974
63061,Commune,Raeren,11185,5538,5647,49.51,50.49,1180,389,1509,1302,1158,1082,385,1568,1330,1282
63067,Commune,Saint-Vith,10180,5081,5099,49.91,50.09,1006,359,1651,1098,967,965,369,1565,1087,1113
63072,Commune,Spa,9806,4719,5087,48.12,51.88,832,375,1380,967,1165,761,412,1318,1020,1576
63073,Commune,Stavelot,7279,3667,3612,50.38,49.62,744,322,1147,725,729,687,260,1116,705,844
63075,Commune,Stoumont,3233,1627,1606,50.32,49.68,326,127,471,365,338,297,129,507,334,339
63076,Commune,Theux,12144,5968,6176,49.14,50.86,1073,585,1775,1360,1175,1126,518,1788,1334,1410
63079,Commune,Verviers,56127,27407,28720,48.83,51.17,6607,2498,8659,4991,4652,6271,2689,8668,4998,6094
63080,Commune,Waimes,7560,3840,3720,50.79,49.21,784,311,1173,832,740,700,289,1136,776,819
63084,Commune,Welkenraedt,10521,5159,5362,49.04,50.96,1131,461,1590,997,980,1046,401,1659,1080,1176
63086,Commune,Trois-Ponts,2566,1290,1276,50.27,49.73,226,119,384,296,265,238,91,361,292,294
63087,Commune,Burg-Reuland,3962,2013,1949,50.81,49.19,380,167,585,490,391,378,143,591,448,389
63088,Commune,Plombières,10814,5343,5471,49.41,50.59,1128,399,1613,1158,1045,1112,393,1668,1174,1124
63089,Commune,Thimister-Clermont,5584,2772,2812,49.64,50.36,571,242,829,596,534,561,232,856,596,567
64000,Arrondissement,Waremme,84132,41216,42916,48.99,51.01,8304,3614,12941,8871,7486,7944,3338,13305,8940,9389
64008,Commune,Berloz,3394,1713,1681,50.47,49.53,389,148,560,364,252,343,129,578,369,262
64015,Commune,Braives,6476,3238,3238,50,50,721,268,1030,703,516,650,248,1024,667,649
64021,Commune,Crisnée,3573,1777,1796,49.73,50.27,302,168,525,432,350,300,149,559,385,403
64023,Commune,Donceel,3128,1533,1595,49.01,50.99,288,123,490,363,269,303,118,522,360,292
64025,Commune,Fexhe-le-Haut-Clocher,3399,1703,1696,50.1,49.9,365,122,550,350,316,334,119,559,318,366
64029,Commune,Geer,3571,1781,1790,49.87,50.13,367,170,587,384,273,362,149,587,395,297
64034,Commune,Hannut,17202,8341,8861,48.49,51.51,1672,782,2545,1759,1583,1557,708,2688,1826,2082
64047,Commune,Lincent,3375,1655,1720,49.04,50.96,314,155,514,357,315,341,136,518,366,359
64056,Commune,Oreye,4062,1992,2070,49.04,50.96,397,179,647,431,338,420,174,651,423,402
64063,Commune,Remicourt,6023,2922,3101,48.51,51.49,581,247,953,632,509,597,250,990,644,620
64065,Commune,Saint-Georges-sur-Meuse,7184,3529,3655,49.12,50.88,733,269,1156,772,599,724,243,1186,731,771
64074,Commune,Waremme,15366,7308,8058,47.56,52.44,1371,629,2207,1540,1561,1306,617,2250,1706,2179
64075,Commune,Wasseiges,3187,1586,1601,49.76,50.24,364,139,523,315,245,327,119,542,316,297
64076,Commune,Faimes,4192,2138,2054,51,49,440,215,654,469,360,380,179,651,434,410
80000,Province,Luxembourg,296008,147452,148556,49.81,50.19,31072,13392,48539,29681,24768,29703,12591,47164,28960,30138
81000,Arrondissement,Arlon,65902,32833,33069,49.82,50.18,6805,2998,11863,6567,4600,6632,2823,11286,6349,5979
81001,Commune,Arlon,31492,15725,15767,49.93,50.07,3095,1413,5967,3021,2229,3011,1337,5536,2947,2936
81003,Commune,Attert,5788,2901,2887,50.12,49.88,639,289,927,631,415,655,264,930,579,459
81004,Commune,Aubange,17871,8859,9012,49.57,50.43,1877,853,3110,1848,1171,1842,806,2960,1800,1604
